UserId,ItemId
1649,1575 3189 1213 1362 2417 776 2193 2072 1307 1852 553 2128 1799 755 444 897 2537 1325 1387 2985 1085 1137 3118 2565 231 405 865 1984 163 582 949 876 545 1231 1055 2734 1455 2425 3106 2020 595 2034 0 2959 2783 731 2742 2741 126 1696
1650,2470 100 517 1443 3209 2541 497 1239 2770 229 814 2072 117 2351 945 3049 2754 3250 1059 1990 2463 719 1048 92 1749 3236 942 2472 1714 3110 830 663 2398 251 2006 2403 1318 2030 14 288 3130 62 457 3078 3247 2802 955 3142 964 2012
1651,1567 1195 863 2031 454 1675 2460 2022 1789 2855 2959 1861 1956 115 1686 2508 676 465 3186 3209 3181 1197 3124 1656 968 3041 2611 25 940 2538 1857 417 1411 1144 3053 470 2869 1200 3037 2783 2171 2014 1072 1876 2885 1430 644 2547 1226 2616
1652,2977 2786 2811 2431 1200 1268 2463 3221 3089 1560 2392 1060 2470 1129 1130 1195 2182 3090 2022 2616 702 1348 1219 1023 926 2222 865 3091 2724 490 100 2351 3181 2852 517 1696 1359 2274 3236 3209 2800 1547 1386 1048 2783 625 1881 239 1868 3150
1653,64 2563 3175 3209 2431 1085 2921 677 2270 294 2164 2522 2380 2437 1558 788 1195 896 475 954 2076 431 3009 1873 1999 1241 2817 3210 192 598 595 1547 2889 2971 1057 1763 1268 876 2115 1213 1628 1299 2498 2661 2696 273 490 2392 2217 1152
1654,2044 346 1635 471 2706 2488 2075 2208 334 3037 1745 2173 2470 3207 1132 1295 491 199 1784 2380 1349 1014 590 1362 2351 2952 3194 618 2537 147 1780 1242 2972 1973 1280 1896 756 2805 1657 2879 1521 3156 2638 505 1455 1083 2522 3068 595 2899
1655,2022 532 398 1340 3003 870 803 1714 1868 954 2855 192 1386 751 959 470 1402 423 710 3052 2035 465 2111 1212 1923 1292 1602 1641 454 2182 2163 43 1200 770 2825 3090 780 515 1045 2690 1056 1122 3014 945 2933 449 2819 1973 1371 2972
1656,3175 868 2055 2151 232 3209 3078 2650 1078 2883 2147 2203 465 497 2652 3148 354 2994 1102 1254 2875 166 1088 2696 532 2933 2802 229 2825 858 1071 1567 2567 2211 1939 596 2705 2274 2937 3064 2024 380 1465 2384 1657 783 496 2100 1156 1128
1657,307 3142 2841 277 1168 2750 1474 2811 3186 45 1857 1200 2198 1531 296 1184 1195 465 545 633 2339 3077 100 3241 3130 987 870 3209 439 1602 1498 2179 2464 363 1269 3090 856 2940 1533 1693 3085 2514 3229 1812 266 2638 2611 1417 1909 1295
1658,346 296 457 783 3049 517 609 1195 1648 2044 2222 868 2464 465 2055 865 2750 384 1874 2472 655 2977 2883 2937 486 272 2595 964 2885 443 837 2902 2696 1289 2536 1939 1575 1193 2875 99 1443 117 239 2398 1130 13 756 277 280 1973
1659,1873 1213 1969 1575 1861 2128 2217 2330 2946 692 3161 2385 1695 2352 98 590 1856 1957 1715 2398 3221 1684 13 2805 1613 876 2111 2196 2380 1521 651 465 2546 3046 539 2562 2460 2809 1378 1048 1755 415 910 2478 1475 2557 163 2855 2970 319
1660,2706 2726 335 2652 2470 1197 3241 2398 1868 2977 2795 2902 3220 2173 2022 1474 443 1349 837 770 3142 938 1185 2463 72 2044 868 1784 1242 975 2855 1292 2222 0 465 2444 417 277 865 1365 740 2320 2075 655 1386 2464 2825 2340 2661 1128
1661,2977 454 1973 870 3229 596 1474 1268 491 863 2035 1533 2934 702 1195 938 2788 3237 1991 2359 3233 2393 1857 1800 3236 748 2262 1975 168 2182 2428 2933 1307 2883 1942 767 485 1868 1430 1156 2411 1130 1575 1306 3130 2944 845 2291 2299 363
1662,1715 1207 3176 505 719 1455 637 1575 358 275 1119 2455 2527 2651 1268 2902 3092 2476 1056 1150 1681 2525 1868 2783 1684 1113 2878 2966 1048 2295 1130 2977 2940 2291 1200 1262 1593 294 1131 3181 1969 2494 458 2460 443 151 1795 457 444 471
1663,2299 3181 865 1575 2464 3178 1193 1185 1648 525 2537 2455 2320 1307 266 1734 2312 2022 663 417 361 1237 1681 2855 167 2546 1241 621 2149 489 2885 2850 3189 1226 465 2946 698 2805 968 2841 2717 1031 490 505 770 2940 3041 1875 358 988
1664,2977 164 1868 976 471 231 486 335 1184 1474 1941 1195 719 2855 842 1693 1533 2940 830 2809 295 1200 2232 496 2652 2885 1730 2066 3229 0 2527 655 1365 505 2821 706 1290 2455 1295 1602 678 571 170 2541 3142 2006 2862 2879 2222 521
1665,2182 505 1575 335 714 319 231 3189 266 1470 2607 2115 939 1154 1196 2262 702 1197 1268 865 100 987 1167 1891 2678 3201 1770 1203 243 613 2217 1002 1613 1195 1156 1272 982 1828 1332 1577 2688 825 2648 968 2499 1417 1237 337 710 2474
1666,1575 1736 479 1577 2811 2726 272 1922 964 1197 3186 14 1377 517 1195 2805 2875 1213 865 845 697 3209 1269 1156 231 655 719 1371 1290 868 2471 2940 2616 307 751 2108 1130 1868 521 3216 1046 596 1001 1200 969 2810 2113 1684 1185 1560
1667,1941 712 1443 1362 117 1386 1861 598 2514 1474 2320 98 1722 1200 770 1034 2351 2299 2616 167 2217 3209 981 596 1754 651 2291 2283 1770 1475 417 2734 663 1956 277 2783 1684 2754 988 1573 1786 1852 241 1343 876 1325 385 2470 3118 767
1668,2616 814 1128 1102 168 1156 3014 2044 2994 1269 2022 479 1770 1612 244 1088 1295 1577 2035 296 100 3042 232 1193 2312 2198 938 1423 1056 1518 2855 3073 1443 765 491 1045 2782 361 1446 2101 1737 2819 2880 1290 2347 3068 2126 1967 2876 3148
1669,1991 1402 2339 14 2380 241 2464 2470 1475 2649 2182 3189 2024 2546 2855 1184 100 270 2108 92 719 1145 1200 3103 489 2937 2825 596 2163 957 1055 275 2393 2117 2805 1612 1156 2602 1681 3059 2474 2555 470 1455 512 1941 1696 1383 2147 2837
1670,1224 3210 1054 2930 2164 825 1197 1474 2431 2024 335 1575 2115 2178 2977 2631 1317 1786 1156 2751 458 267 319 3176 211 2811 1518 637 2464 1129 1343 358 1327 1432 836 234 91 1686 656 3231 719 613 2217 1092 712 3200 2887 990 938 655
1671,3031 2472 783 1575 2616 2055 1197 1060 2398 3181 2661 2441 1715 2470 2178 1102 1239 2320 1861 505 147 2124 2696 1127 2117 1386 1444 1113 1443 2340 2726 1226 234 987 1784 2312 2767 1754 231 2514 1128 1423 765 678 2527 115 2940 2476 2103 2081
1672,1195 1853 1474 486 2902 1861 192 358 938 402 1197 2460 2959 919 786 3150 1896 2225 845 423 856 2431 2645 170 706 2393 644 1156 3221 1614 2878 1141 1533 1005 91 945 272 1065 1185 307 155 458 2811 275 1268 454 2866 1556 2222 676
1673,2546 2977 1474 1896 613 1156 1005 231 239 1975 676 505 333 2196 1195 655 2115 2652 2392 1568 2959 2217 981 751 545 2811 1088 335 1029 3220 1873 629 2887 938 1268 2413 3210 2129 1269 2182 2957 1991 1596 1475 2942 3041 1812 1598 2878 1224
1674,714 2837 2940 2275 865 1474 2805 1868 1185 719 2869 1048 2351 1407 239 1784 358 2232 1681 2031 490 457 783 2977 1480 1455 1020 2525 333 2651 405 1353 2463 2339 1444 2726 370 2127 3079 1154 2538 1604 1200 147 231 1917 465 1861 1567 655
1675,1956 702 1386 2022 1800 1860 417 770 2652 756 3022 2127 2546 2977 945 2351 335 3220 609 3209 496 1059 2463 2115 1818 2100 1197 2039 18 1424 2855 2574 2678 1754 3189 3210 1154 1048 1348 412 1749 698 3178 2841 1023 1812 2278 780 402 3148
1676,1195 1280 847 2652 1106 501 1386 2557 959 2428 2902 2799 2081 443 2952 1956 170 2688 2726 1533 3130 2885 2767 2964 2057 241 1731 650 868 2075 3090 1272 2875 2232 1614 334 1681 2463 625 618 1915 1494 1684 2988 2521 1120 842 2662 2541 1203
1677,2805 2959 505 1558 358 1195 829 712 1497 2831 1861 1860 2431 471 1387 1941 2180 2089 2417 2809 2173 2217 990 2291 1034 333 3041 2810 954 876 2724 2638 756 2193 259 334 2128 84 2997 838 714 971 284 3079 2547 485 1480 1984 2811 335
1678,3178 596 1770 2470 2937 2464 3148 2724 2616 2652 2299 2514 1818 2964 603 609 2825 2171 1737 1358 1714 532 1292 3041 1864 398 14 644 3068 803 2124 3014 1218 1612 1784 1071 2031 1643 3209 43 479 2126 1078 2393 1498 2435 266 1185 430 3233
1679,397 2537 968 1868 1575 783 3221 876 1455 2811 1200 1268 2959 1020 637 2128 294 1185 346 2352 358 215 2464 836 231 1635 3031 1520 1770 1681 2662 2555 2173 2232 465 2805 1720 1444 712 719 2494 714 1969 825 454 2862 2645 3142 2055 847
1680,655 231 2464 1268 706 1224 505 2022 1386 335 2977 2006 1474 1197 865 485 2940 2811 1755 2217 1269 2193 2885 2262 486 1213 2470 938 1377 2182 2031 1087 2841 1203 2164 697 2299 2546 307 2944 1405 770 734 1975 465 1531 676 3147 1909 2320
1681,1754 609 2291 1156 865 1112 3021 663 2100 385 1031 3178 2464 2885 417 1835 380 3209 1455 167 2463 517 2783 2460 2149 1023 988 2208 1657 2299 2351 1922 1923 1745 2616 1185 871 2706 1193 1067 2384 2086 1396 1693 847 3041 2278 3207 968 1637
1682,2086 485 465 1194 1020 3209 589 863 770 1589 865 968 745 1656 706 2022 1868 486 84 3229 1386 1185 2652 1818 2823 2173 296 2749 2359 1749 454 1657 2030 1407 2031 505 988 312 1474 3158 2470 639 471 167 749 1264 2514 3178 919 494
1683,1014 1941 1846 1414 110 165 1113 294 1213 2514 2997 2320 1207 1770 1988 751 272 2533 505 2810 1675 2807 2959 2977 2521 609 1012 429 1990 486 454 307 1290 628 2862 2295 1795 2299 2841 296 2743 51 3142 1452 1264 1195 2544 764 2962 3041
1684,2726 2022 702 987 2127 938 1770 307 1811 2464 1818 2108 942 3090 959 296 2976 1200 1875 117 1812 2064 1348 609 1197 496 2173 2937 1560 808 1821 2819 2428 1846 1277 100 1800 845 1013 2855 794 1784 2770 186 2393 1193 748 2359 3022 2862
1685,702 803 2652 2885 942 1241 3209 1269 2875 2072 517 1956 457 2222 2299 1575 2726 2006 251 1386 655 2351 770 865 2182 2311 1498 2455 2799 1812 168 1443 1922 2957 1197 2825 1239 706 1990 1034 2022 272 1737 3237 3142 1001 938 2546 1289 2428
1686,770 277 2706 427 1156 2514 361 697 1143 663 2841 2030 2086 1923 1677 2508 2371 594 2100 1307 859 2136 1193 486 3229 1579 1870 2022 898 1421 3207 947 1102 773 1348 1835 317 1949 2547 2855 1818 2178 1135 3032 865 1127 1741 1756 3022 160
1687,2786 2541 2470 431 1501 3044 1881 940 1811 794 1082 1242 2810 331 3250 3090 2782 1745 371 2937 3091 1357 491 3078 2384 2547 2012 2652 2055 128 2952 1401 1143 2359 1046 2571 192 264 1339 1465 2473 259 2799 783 1656 313 2285 1784 598 1468
1688,1868 1200 1377 2537 525 2810 2652 2163 2470 1389 1922 490 566 266 1348 98 2937 1754 964 2320 417 91 3089 2295 1237 270 2111 2850 2726 803 231 868 1310 2087 1268 1612 2533 2351 2958 865 2799 3241 2350 1969 2253 292 1156 2467 505 2546
1689,2108 968 1793 1065 1749 2031 898 3209 2024 1277 1557 1330 465 2013 3021 35 2359 3181 2783 1026 2222 1754 2398 2845 2695 1657 1868 1949 427 662 863 417 3186 491 2706 3110 2193 2312 2652 1268 1474 2299 1681 607 1134 3229 2122 2850 1324 1204
1690,2385 1268 1299 1470 876 1195 3221 1005 1797 1269 545 2565 2631 1327 677 2193 2182 710 91 2549 539 1185 1355 734 3189 829 471 2305 2089 1558 2306 2942 2536 2800 2233 1387 337 990 537 2129 598 886 2940 692 755 1029 3181 1055 1130 2866
1691,1348 868 2616 1396 1280 1956 3250 2802 803 2393 1289 1071 1306 523 168 1643 1122 2302 3091 2875 2825 738 160 830 2754 91 1879 1157 1577 1560 765 1318 1952 2057 1818 2248 14 1060 1117 852 2471 2262 3003 147 1748 512 3090 2957 1736 2311
1692,204 3178 2351 2541 865 1423 2278 1060 2616 2359 2384 2031 2320 2841 68 756 2537 296 748 3181 1290 2823 3148 2030 2127 412 165 1204 814 3231 773 609 3229 1868 1102 2855 1818 517 167 2652 1770 2035 945 1560 1013 703 1811 2472 3090 1088
1693,1185 2182 3178 1497 1852 2464 865 1213 2934 2997 964 1715 1017 98 296 1184 2956 2421 2024 2602 698 412 1607 1558 2734 2809 2380 1942 1343 3189 3176 2985 663 2299 1268 1455 1057 2351 3124 2437 2070 1754 525 3209 1984 651 3037 1295 361 1539
1694,837 3037 1922 706 2227 2521 448 779 2883 1130 2044 3223 1184 2977 2855 1001 571 1614 2865 1162 133 1443 1412 2914 1496 1012 240 1156 1111 234 1298 650 1377 2387 2182 2313 651 2133 248 1376 1324 3115 834 1504 2551 669 1349 140 1128 545
1695,1853 1365 1614 919 1119 471 585 1412 1130 3079 475 1533 2977 2631 847 13 1896 1272 1005 1242 842 837 1780 2755 2444 3035 2811 757 2026 1765 1752 648 836 905 954 984 892 3030 1915 35 334 1185 595 1806 1231 615 213 1478 346 2415
1696,968 2082 290 1765 939 3162 2619 1195 2986 3176 2627 783 2823 703 13 2297 2821 2494 1603 2537 2142 3105 1290 919 2144 842 1823 1795 1193 3152 86 2010 1693 565 1403 319 1015 2133 3142 3237 1414 3040 2031 2338 975 834 663 733 2000 3031
1697,119 1567 3092 2133 741 1799 706 2283 3079 3103 2441 3209 280 2934 2351 3165 2115 1941 517 1125 2661 115 1152 319 1715 333 3189 1547 3037 2466 2855 545 2291 1203 2174 2020 655 2514 48 437 2841 2178 1852 950 2312 1189 1497 3241 987 1357
1698,596 3091 470 239 987 266 1498 1327 676 231 1796 655 2648 333 2411 2022 1336 710 2887 1195 479 1348 1045 91 2866 1533 2464 945 2930 2258 2940 2039 3250 829 1596 1063 589 241 1006 1094 2171 128 2474 2964 299 1106 2743 1358 1452 405
1699,486 702 465 2514 3221 2527 13 1715 1795 625 1321 1496 92 571 1556 751 3147 1456 471 1755 1443 3237 3161 328 2018 496 1988 1640 1558 2974 3041 1756 2331 2128 490 1466 3253 2823 1421 1494 821 2807 296 1184 1880 2330 380 1236 1214 48
1700,2527 3156 1575 2885 1156 1892 3181 702 46 2212 2320 361 719 3176 272 72 294 596 1800 1560 1857 1190 1343 25 736 417 2070 988 3037 2899 1942 697 964 2977 358 2324 2738 886 1941 1059 3041 1958 837 3256 945 2902 2382 428 2874 99
1701,702 1770 1443 363 2282 2514 2398 2272 971 865 2661 1558 18 3041 712 898 3145 1259 1986 1324 2726 1156 3008 1321 167 2455 2330 1876 1567 1026 3068 84 2044 2827 1520 1603 1466 98 2508 3186 2351 2470 2633 2852 3206 333 2541 990 163 475
1702,1386 1498 3241 2652 2933 1818 1106 521 596 1577 1001 2841 1224 1237 3130 1117 2726 1956 405 1922 1046 1290 803 2351 162 361 2320 2262 3233 3072 1812 1122 2302 863 2533 1239 2850 501 1643 1130 1474 231 465 296 1470 969 1071 788 945 1443
1703,2541 2616 465 1071 865 2514 2320 1818 2885 2464 470 272 2393 1193 770 3041 1498 1956 1156 1443 307 1560 532 3142 596 870 2206 2299 1237 1857 1868 1770 3241 1575 296 1200 1034 2350 3130 2937 2185 644 1371 1737 1812 232 2855 2171 496 3148
1704,2885 676 876 2359 938 1470 2262 2115 2413 3194 1197 2726 1715 1797 2305 987 2546 1106 1405 2164 2977 2320 333 517 100 335 91 1770 1299 1269 845 2889 1088 1156 1861 692 2196 2006 1006 1812 2805 2866 2173 2536 2652 865 954 1804 2460 2550
1705,1956 3178 192 2435 333 954 1069 1239 2536 1741 1660 2799 948 1410 288 1983 940 1272 2464 1737 753 702 945 1072 2039 1241 2211 2384 625 3078 3129 1470 385 2812 1734 2403 3032 3041 2541 465 2514 1612 770 1871 1185 358 231 2498 1637 2696
1706,2411 443 3142 1156 783 299 2455 1868 231 277 505 2464 845 486 2537 402 1941 976 3229 598 13 2117 317 1715 2086 2472 2805 167 2014 465 1184 2652 2460 294 1857 1413 706 2971 3037 876 1579 1193 1407 2514 1421 1213 3209 1529 2783 1405
1707,2464 1224 319 676 505 987 2514 1045 1325 1197 2392 2113 1797 2431 2413 1193 3241 1195 2631 829 3221 266 1475 1613 825 2005 1432 3196 629 2937 1793 2825 1156 2957 1213 91 243 1262 1861 1200 155 613 1470 296 1104 1152 2885 1006 1005 2547
1708,2395 948 940 2264 1542 935 1620 1881 2304 2081 1763 2984 2184 2167 192 2274 94 431 2529 617 1970 1245 3166 2799 293 908 892 360 142 1091 2431 2945 1544 2967 3221 1107 2196 2910 1272 1024 1539 1331 896 417 3031 819 547 3223 1359 39
1709,1405 886 945 1197 1156 1868 2464 770 2312 1657 1973 457 2944 2706 2127 428 272 363 1112 1336 1193 1340 13 697 86 1450 494 465 1423 2940 838 46 273 1414 689 2514 1116 164 398 2217 505 2338 2299 3194 275 868 1407 1386 783 3008
1710,358 1119 2959 335 905 13 3223 471 1614 1014 2685 766 1684 2182 2330 1012 334 2066 3161 2638 401 1969 613 939 971 1680 3221 2809 2533 1001 1533 622 1006 3046 1938 1795 856 2498 2661 2173 1520 1430 2805 876 3008 1558 2855 1364 1556 1475
1711,954 1001 2631 2986 905 1185 1680 2022 1088 2555 319 1012 1706 337 1474 1272 3142 1765 2750 1269 1298 497 1268 3052 939 1200 865 1737 443 825 2652 2320 3241 505 361 3223 2726 2164 1254 2538 2879 215 676 243 845 2934 702 651 655 2444
1712,2460 865 2431 676 1200 2546 2117 3150 1197 1002 1156 1268 2811 1715 692 2474 2232 1681 2527 1132 239 1005 1130 3199 155 2022 719 2940 2652 147 2662 1686 2862 2182 856 1032 655 2164 486 2736 1455 2115 2974 613 333 2295 714 1299 2262 1938
1713,3178 3209 1579 465 1455 2222 770 267 702 2514 2463 1156 2022 1193 167 2464 1195 457 2706 1407 1185 1197 2178 3231 494 1812 1870 988 3031 1030 3110 522 365 3078 2460 2206 2541 898 2013 1130 1386 2100 1749 663 521 84 2536 277 2339 745
1714,1686 335 358 676 2413 2546 1474 2977 1088 3243 505 1405 1054 2959 2089 2352 1861 454 2811 1470 655 2233 2885 1268 1896 3241 751 1407 2887 64 2514 876 1797 2115 1505 2550 2536 2217 3150 3221 2362 2688 2631 319 825 2305 1289 2944 1125 1156
1715,2972 924 1978 2885 2976 2714 959 1988 100 486 2262 2111 115 1152 2875 2311 1494 1531 1290 1254 2979 1602 3003 942 964 45 423 3102 2977 4 1219 702 1577 1612 2782 2406 1117 71 2181 117 814 2302 1260 877 1001 2855 2550 1407 1529 1770
1716,2537 2022 1533 1268 706 1197 1681 1386 2810 3189 2977 1714 1770 2688 505 2431 1292 2351 100 1280 803 710 1868 1784 2211 1213 1474 2533 443 865 1195 2262 776 2855 2976 1088 1941 2921 1185 2546 714 3237 2413 3220 2971 2883 3059 358 2006 553
1717,981 2724 1573 3118 1241 59 698 545 1956 2171 270 3089 1923 2878 362 1226 333 2193 942 1386 750 1770 2299 949 2380 1568 964 1362 566 238 1575 736 865 1185 1453 2855 1129 3189 405 1348 2514 2435 1198 1999 2022 1051 2324 677 1274 1200
1718,490 2024 1923 2359 3178 2549 2823 3041 217 1053 1156 412 945 2622 730 750 3159 1793 2013 2547 2039 702 2814 1616 1706 3013 697 2108 2546 1956 1575 2299 1348 1764 3032 2850 2312 1860 2463 767 968 964 333 1465 1660 830 1237 2462 1135 999
1719,596 2127 1237 2616 14 2841 814 2182 1770 1423 2108 272 307 1942 545 868 241 1643 1122 1156 644 942 1560 1045 1446 964 1879 1200 987 2463 48 1868 1396 2782 361 926 1575 1697 1130 1737 3148 2649 2977 2171 2874 2802 117 1567 2919 1289
1720,394 1812 2811 2977 335 1405 629 538 1455 938 1195 2902 3241 3210 1635 3040 1002 1505 2115 1154 1206 2431 2196 1474 1614 2474 2295 988 515 2889 719 1896 2970 1209 2117 2537 3188 1054 443 676 987 3194 3127 299 3147 2959 2574 280 1200 119
1721,1218 2359 1949 3178 1648 226 365 859 1657 2608 2278 2460 662 1023 3229 2549 273 2100 2190 3049 2064 1352 3032 1465 275 770 1185 494 2222 968 2108 1575 1579 689 702 2299 945 1456 2783 1756 2706 1134 496 1754 517 886 2319 2885 296 417
1722,471 1031 938 2885 847 1001 1614 869 2514 2942 1455 2959 167 1812 2652 2921 264 1861 2115 1680 2811 1307 3241 829 117 1156 876 837 706 505 1197 397 1298 3147 1088 3210 334 1871 2330 655 1857 2602 976 234 294 2786 335 856 719 2173
1723,2770 1465 1470 1829 2320 2206 306 645 88 3247 2554 2092 1144 2005 2802 3032 1358 2963 1792 1793 1122 1071 695 2549 2964 2516 1889 970 1506 1024 227 1364 2953 3159 2668 255 1134 86 1341 2688 1879 2831 2564 2616 1536 1118 2608 1956 2839 1619
1724,100 2616 2541 1001 1577 2470 423 803 1969 192 1643 987 470 2937 501 2855 2652 437 1784 1386 1195 2726 3241 115 2696 1818 1254 2786 1505 1272 1078 2488 1268 2885 2533 168 1122 2795 2351 92 2805 2350 2463 3127 2055 770 74 988 959 2705
1725,2035 1219 2551 2022 294 1290 2455 1001 1533 2111 465 3142 2855 868 2163 865 2986 783 2595 2976 1020 2537 1720 1714 3118 2463 1106 2974 2299 1681 1156 115 2799 719 1864 2262 1268 2541 767 402 964 1365 3124 62 296 1474 2934 2080 2885 3241
1726,2616 1949 767 663 1423 3078 957 2108 2361 1048 2678 765 526 2013 497 1657 3178 3129 1193 1318 865 918 1445 2649 427 398 2179 307 824 2064 2514 489 2650 457 412 796 1260 2693 756 2726 3123 2319 1754 2203 868 232 1800 1637 1277 609
1727,3080 865 3078 1857 1170 2855 945 2299 3037 750 294 3178 2832 1113 491 3162 1072 1421 1290 706 2472 334 454 1793 2380 2645 2986 2521 471 1443 3041 2031 1868 517 2750 2757 2805 2312 3032 3026 1976 697 1102 968 415 79 397 2616 749 593
1728,2464 751 2320 1197 1195 2959 2514 358 2546 1560 750 2431 2297 865 2217 1386 1405 1134 2651 162 1218 2022 2855 294 1156 486 838 91 525 1465 1226 0 1975 945 1770 3229 2299 1045 2435 1087 427 596 2934 2887 2977 465 1117 1596 968 2811
1729,2024 2351 865 3118 2841 2885 2652 417 770 1868 1455 2514 307 1575 2549 1567 968 1956 663 767 719 2086 2144 266 2190 697 147 2602 3041 2750 1417 1465 427 2724 2944 1102 296 1198 2463 1200 1156 2171 964 812 1197 232 938 2782 241 596
1730,2411 1063 259 1194 3158 1260 1104 3090 2086 2359 1589 2540 1468 2677 2702 3178 1793 2547 2022 417 2122 845 697 794 996 1204 2823 1430 373 2962 830 2470 1835 1411 3229 1803 2119 2571 1031 773 3032 183 3209 1529 2144 2611 756 473 361 2071
1731,335 2811 1306 1224 1299 2866 215 3167 2802 1012 3150 532 2977 1470 2341 2964 91 2648 2631 1240 1975 803 1432 241 1922 2362 2799 2248 238 1106 814 2111 1153 251 2933 1045 266 2164 1370 2546 334 677 788 1290 1195 2392 1577 2550 2889 596
1732,1956 2108 609 1307 1048 2811 1991 2115 1034 2514 1213 3080 1754 3041 3037 1386 2652 865 655 3022 2022 1681 3178 1424 1455 676 814 2908 2144 2971 3078 2549 2117 981 1200 858 2299 3206 551 812 702 1059 231 1975 719 1156 1224 88 825 3210
1733,485 697 1520 1340 307 1200 865 706 1443 1861 2398 968 2182 2541 1194 1128 3086 2747 2537 2726 280 2351 1548 2133 1864 1811 3209 1268 1292 491 2548 2661 2652 1567 2470 2940 2595 3064 1474 3003 1446 454 1277 1793 1498 1371 3090 234 3229 655
1734,465 1290 702 644 3181 2359 2022 2299 938 865 2855 609 454 1185 2750 1800 1336 277 814 427 1307 2841 3178 307 3037 1770 2977 1195 1784 783 385 1681 2645 115 988 2551 3078 697 2031 1197 1423 2706 1357 968 275 1956 2030 231 2044 517
1735,3209 2841 307 1031 2127 488 1369 2678 584 2567 2541 1942 1295 3048 762 2115 2035 1034 1857 117 214 167 2100 267 1013 2899 1059 767 521 363 2013 2359 2222 596 808 1875 1197 968 2823 3127 663 988 1964 1367 1343 2757 2206 2652 515 2455
1736,1006 1260 2933 3142 589 596 501 2299 2173 2262 2320 1714 1371 2086 1156 2770 1106 532 485 545 803 571 842 128 84 465 45 613 1243 312 1054 2977 2119 1920 2611 2494 2855 2568 2685 3189 939 2075 259 2411 3087 2537 1990 3003 2887 468
1737,1770 1185 2455 706 1200 1474 2464 2726 505 457 1307 3237 2878 3142 2350 868 1193 803 2971 2470 2799 2428 2173 676 655 2855 2541 1648 296 3092 968 490 1443 1386 2022 2217 2885 2546 2312 2295 964 2463 1156 783 842 443 613 702 1239 405
1738,551 3080 1241 362 1845 293 2980 2892 1372 1129 2087 2830 2496 517 2820 2550 270 566 3157 2413 3128 1572 2721 2022 1386 1498 949 1299 2905 2111 1747 324 1410 1153 91 2794 1952 915 3064 2841 743 3051 1817 2191 880 1713 3090 1359 1991 786
1739,1001 2075 465 1195 2811 1896 702 3041 919 2455 590 1614 454 1213 333 2030 1414 692 1268 2956 2970 3210 362 2827 1443 1135 2652 1681 3079 1197 2934 1435 2472 437 2385 825 869 1113 2291 2734 847 698 1755 2633 1720 971 712 2178 1236 1635
1740,2885 2022 1237 1681 2541 1575 865 241 698 2946 2514 501 275 761 532 3145 1455 3247 1956 1991 454 2953 2799 2971 3037 1741 1443 2393 3178 1770 231 1371 1990 3237 192 2232 3233 814 1185 1193 1324 2081 2875 2171 2782 1736 1784 2463 496 3041
1741,2173 1207 3159 749 173 2487 2986 457 2092 2456 863 2145 319 465 1972 1430 751 1281 2679 1197 2585 2809 2182 3158 1339 2521 3014 3052 622 255 1770 968 2700 296 3129 92 1372 2536 2677 1902 1820 767 2411 842 277 3209 1474 1065 496 1452
1742,2152 2022 907 945 3032 1407 3181 654 3078 573 2749 396 1204 2966 2555 2940 333 780 1734 1821 1189 3139 2574 161 821 1193 2645 3086 845 157 422 2781 486 2750 1618 2644 2536 2514 663 639 3110 719 2064 709 865 637 794 485 697 3182
1743,1268 3189 2470 1575 1377 1868 1770 2182 1200 443 776 734 2087 1635 651 2496 346 1547 2380 2946 964 2232 471 490 1185 2805 231 719 3150 2537 2977 2726 598 150 2499 2350 712 1531 1549 2351 2320 545 2902 3142 905 1048 1722 2652 2055 3237
1744,676 1405 2977 3030 714 239 2959 1407 751 3079 1941 1650 1868 443 2710 2411 1132 838 405 2193 905 2164 1240 1224 231 719 2413 3229 2811 2940 866 1005 1152 964 1797 840 2889 505 990 1770 794 537 2113 1896 1325 2089 1689 1087 490 2970
1745,2959 1405 358 1575 1474 3223 1197 1195 2297 471 1054 2514 1531 2299 1154 2508 1470 2182 2855 231 2431 2217 465 1087 3150 2934 655 1307 2193 1156 2546 2351 3041 397 335 692 2115 3187 865 2611 651 319 836 968 3032 2706 1603 1185 3077 277
1746,1200 812 117 1195 1307 1693 3037 1156 2299 2463 3181 2171 2855 706 1868 2232 2902 981 2024 167 1197 2351 2537 3231 814 2645 2222 1663 2173 2180 3209 3229 1386 1941 2706 2064 1818 644 471 1579 1185 2339 1295 299 988 2928 496 865 427 2206
1747,272 2070 1603 2350 486 2351 2862 1563 2757 1505 1422 1197 2966 655 110 3068 2127 2841 1324 2232 2638 1800 2483 2997 1290 1305 2913 698 454 593 1784 2902 46 2144 1132 234 1513 1655 2299 1196 1736 1365 938 1295 1427 1828 2460 669 372 2537
1748,1307 2638 1474 1001 475 333 2971 1573 2291 3079 545 1185 2977 1455 1533 553 1362 2022 1152 1200 1213 2320 405 3037 294 3206 2498 2555 1424 1673 277 1941 2855 3080 1770 1681 457 1922 954 2959 2173 1613 1558 876 361 444 1268 1069 1976 1909
1749,1046 405 3091 241 1226 2841 1185 2351 750 964 1956 1923 2885 121 1200 1697 192 2810 545 938 2805 1999 1239 14 1045 1568 803 1034 2193 100 2638 346 3118 1237 1268 505 3103 2799 65 842 2563 1745 755 1156 2616 333 471 157 2770 692
